CustomerID,CompanyName,Industry,Country,City,EmployeeCount,SignupDate,AcquisitionChannel,TotalMRR,Seats,Plan,Status,Logins,SessionMinutes,Tickets,Satisfaction,TenureMonths,RevenuePerSeat,TicketsPerMonth,Outlier
C1132,Sneha Khan Solutions,Finance,Singapore,Singapore,35.0,2023-12-07,Organic Search,775.04,14.0,Business,Paused,2.8461538461538463,166.7,,,33.86666666666667,55.36,,False
C1133,Divya Nair Solutions,Retail,India,Pune,12.0,2025-01-25,Events,80.36,9.0,Starter,Active,,,1.0,8.0,20.033333333333335,8.928888888888888,0.04991680532445923,False
C1134,Tara Reddy Industries,Healthcare,India,Delhi,35.0,2023-01-30,Referral,56.84,3.0,Starter,Active,18.875,246.07500000000002,6.0,5.666666666666667,44.233333333333334,18.94666666666667,0.1356443104747551,False
C1135,Nikita Menon Solutions,Education,India,Hyderabad,35.0,2023-11-21,Organic Search,246.76,4.0,Growth,Active,11.357142857142858,233.9857142857143,3.0,4.666666666666667,34.4,61.69,0.0872093023255814,False
C1136,Deepak Bose Group,Media,Uae,Dubai,35.0,2024-04-04,Paid Ads,294.52,7.0,Growth,Active,5.222222222222222,245.26666666666668,,,29.9,42.074285714285715,,False
C1137,Arun Verma Labs,Finance,India,Pune,80.0,2023-08-09,Partner,342.28,10.0,Growth,Churned,13.75,170.825,6.0,5.5,37.86666666666667,34.227999999999994,0.15845070422535212,False
C1138,Meera Sharma Labs,Retail,India,Bengaluru,35.0,2024-10-27,Outbound,84.28,10.0,Starter,Active,16.666666666666668,200.43333333333337,5.0,5.0,23.033333333333335,8.428,0.2170767004341534,False
C1139,Arjun Menon Group,Logistics,India,Delhi,12.0,2023-07-17,Referral,68.6,6.0,Starter,Active,11.722222222222221,275.17777777777775,4.0,5.25,38.63333333333333,11.433333333333332,0.10353753235547886,False
C1140,Aarav Nair Systems,Retail,India,Chennai,12.0,2024-07-15,Paid Ads,278.6,6.0,Growth,Churned,9.0,195.425,7.0,5.285714285714286,26.5,46.43333333333334,0.2641509433962264,False
C1141,Ananya Joshi Industries,Finance,Usa,Austin,400.0,2023-02-25,Organic Search,278.6,6.0,Growth,Active,5.913043478260869,295.21304347826083,4.0,4.0,43.36666666666667,46.43333333333334,0.09223674096848578,False
C1142,Kavya Reddy Technologies,Education,Usa,Austin,400.0,2023-03-03,Partner,326.36,9.0,Growth,Active,12.272727272727273,264.69545454545454,4.0,6.75,43.166666666666664,36.26222222222222,0.09266409266409267,False
C1143,Reyansh Menon Solutions,Retail,Singapore,Singapore,35.0,2023-02-20,,88.2,11.0,Starter,Churned,6.125,147.14375,4.0,4.5,43.53333333333333,8.018181818181818,0.09188361408882083,False
C1144,Aditya Sharma Technologies,Media,Uk,London,80.0,2024-01-15,Referral,2698.2,11.0,Enterprise,Active,18.0,283.10833333333335,3.0,5.0,32.56666666666667,245.29090909090908,0.09211873080859774,True
C1145,Pooja Reddy Solutions,Logistics,India,Hyderabad,35.0,2023-03-28,Outbound,68.6,6.0,Starter,Active,14.227272727272727,277.54090909090905,5.0,5.0,42.333333333333336,11.433333333333332,0.11811023622047244,False
C1146,Priya Iyer Technologies,Healthcare,India,Pune,150.0,2023-01-16,Referral,294.52,7.0,Growth,Active,5.5,244.19583333333333,2.0,3.5,44.7,42.074285714285715,0.04474272930648769,False
C1147,Vivaan Khan Technologies,Manufacturing,India,Bengaluru,80.0,2023-11-07,Organic Search,262.68,5.0,Growth,Active,12.357142857142858,285.2142857142857,2.0,4.5,34.86666666666667,52.536,0.05736137667304015,False
C1148,Divya Bose Solutions,Education,India,Chennai,80.0,2024-09-04,,778.44,8.0,Business,Active,4.5,208.20000000000002,1.0,3.0,24.8,97.305,0.04032258064516129,False
C1149,Vivaan Verma Technologies,Logistics,Uk,London,35.0,2023-04-23,Paid Ads,1978.68,5.0,Enterprise,Active,3.380952380952381,281.87142857142857,5.0,5.0,41.46666666666667,395.736,0.12057877813504822,True
C1150,Rahul Singh Technologies,Education,India,Hyderabad,35.0,2025-01-14,Outbound,578.84,3.0,Business,Churned,,,3.0,5.0,20.4,192.9466666666667,0.14705882352941177,False
C1151,Aman Gupta Solutions,Manufacturing,India,Chennai,12.0,2023-07-20,Paid Ads,778.44,8.0,Business,Churned,7.764705882352941,111.0,1.0,2.0,38.53333333333333,97.305,0.025951557093425608,False
C1152,Nikita Verma Technologies,Finance,Usa,Austin,80.0,2024-08-03,Organic Search,294.52,7.0,Growth,Churned,3.8,177.34,5.0,5.2,25.866666666666667,42.074285714285715,0.19329896907216496,False
C1153,Aadhya Patel Solutions,Media,India,Pune,80.0,2024-08-10,Paid Ads,618.76,4.0,Business,Active,6.0,231.35999999999999,1.0,8.0,25.633333333333333,154.69,0.03901170351105332,False
C1154,Kiara Das Group,Unknown,India,Pune,80.0,2024-10-29,Organic Search,723.3599999999999,10.0,Business,Churned,2.6666666666666665,219.30000000000004,1.0,6.0,22.966666666666665,72.33599999999998,0.043541364296081284,False
C1155,Naveen Verma Technologies,Manufacturing,India,Bengaluru,12.0,2023-09-30,Referral,2098.6,6.0,Enterprise,Active,6.0625,270.1875,3.0,6.666666666666667,36.13333333333333,349.76666666666665,0.08302583025830258,True
C1156,Diya Sharma Technologies,Retail,India,Chennai,80.0,2024-03-16,Organic Search,2218.52,7.0,Enterprise,Active,8.5,297.44,2.0,6.5,30.533333333333335,316.93142857142857,0.06550218340611354,True
C1157,Meera Joshi Solutions,Logistics,Singapore,Singapore,150.0,2024-02-24,Paid Ads,230.84,3.0,Growth,Active,6.909090909090909,237.36363636363637,6.0,5.166666666666667,31.233333333333334,76.94666666666667,0.192102454642476,False
C1158,Farhan Nair Labs,Education,India,Mumbai,3000.0,2023-03-21,Organic Search,84.28,10.0,Starter,Active,9.136363636363637,231.14545454545453,3.0,5.666666666666667,42.56666666666667,8.428,0.07047768206734534,False
C1159,Deepak Bose Systems,Education,Uk,London,400.0,2024-09-02,Organic Search,80.36,9.0,Starter,Active,12.5,238.2,6.0,5.333333333333333,24.866666666666667,8.928888888888888,0.24128686327077747,False
C1160,Ishaan Singh Group,Education,Usa,Boston,1200.0,2024-12-11,Organic Search,68.6,6.0,Starter,Active,10.0,228.8,4.0,5.0,21.533333333333335,11.433333333333332,0.18575851393188852,False
C1161,Sneha Das Systems,Healthcare,Uae,Dubai,150.0,2024-05-18,Paid Ads,246.76,4.0,Growth,Active,2.75,282.5125,3.0,4.0,28.433333333333334,61.69,0.10550996483001172,False
C1162,Divya Nair Technologies,Logistics,India,Hyderabad,150.0,2024-09-08,Outbound,2098.6,6.0,Enterprise,Churned,6.5,137.79999999999998,3.0,5.666666666666667,24.666666666666668,349.76666666666665,0.12162162162162161,True
C1163,Meera Menon Industries,Media,India,Bengaluru,35.0,2023-09-03,Paid Ads,278.6,6.0,Growth,Active,5.5625,248.9625,3.0,4.0,37.03333333333333,46.43333333333334,0.08100810081008102,False
C1164,Saanvi Menon Systems,Healthcare,India,Pune,150.0,2023-10-06,Events,80.36,9.0,Starter,Active,17.0,249.8,3.0,4.666666666666667,35.93333333333333,8.928888888888888,0.08348794063079779,False
C1165,Arjun Das Solutions,Logistics,India,Bengaluru,80.0,2024-03-12,Partner,72.52,7.0,Starter,Active,15.3,251.84,5.0,5.4,30.666666666666668,10.36,0.16304347826086957,False
C1166,Deepak Joshi Industries,Education,India,Bengaluru,80.0,2024-08-30,Paid Ads,2338.44,8.0,Enterprise,Active,6.2,209.94,3.0,4.0,24.966666666666665,292.305,0.12016021361815755,True
C1167,Aarav Patel Labs,Media,Singapore,Singapore,3000.0,2023-04-19,Paid Ads,278.6,6.0,Growth,Active,3.142857142857143,234.7047619047619,4.0,6.75,41.6,46.43333333333334,0.09615384615384615,False
C1168,Aditya Joshi Solutions,Finance,Usa,Seattle,80.0,2023-10-30,Referral,56.84,3.0,Starter,Active,21.2,263.61333333333334,2.0,6.5,35.13333333333333,18.94666666666667,0.05692599620493359,False
C1169,Reyansh Menon Solutions,Manufacturing,Uk,Manchester,400.0,2024-09-01,Organic Search,658.68,5.0,Business,Active,4.0,273.725,3.0,9.333333333333334,24.9,131.736,0.12048192771084339,False
C1170,Diya Verma Industries,Finance,India,Mumbai,80.0,2023-12-28,Referral,76.44,8.0,Starter,Churned,12.333333333333334,152.11666666666667,2.0,4.5,33.166666666666664,9.555,0.06030150753768845,False
C1171,Aditya Khan Industries,Retail,Usa,Austin,35.0,2023-11-04,Referral,294.52,8.0,Growth,Active,19.285714285714285,244.57857142857142,,,34.96666666666667,36.815,,False
C1172,Reyansh Menon Industries,Healthcare,Singapore,Singapore,400.0,2024-11-08,Referral,818.36,9.0,Business,Churned,11.5,104.95,,,22.633333333333333,90.92888888888889,,False
C1173,Kiara Bose Labs,Finance,India,Delhi,12.0,2024-09-03,Events,76.44,8.0,Starter,Churned,8.75,142.85,1.0,5.0,24.833333333333332,9.555,0.04026845637583893,False
C1174,Vivaan Verma Systems,Retail,India,Bengaluru,80.0,2024-08-29,Partner,230.84,3.0,Growth,Active,12.6,187.14000000000001,6.0,6.0,25.0,76.94666666666667,0.24,False
C1175,Pooja Bose Solutions,Logistics,India,Delhi,12.0,2023-05-31,Organic Search,56.84,3.0,Starter,Active,5.15,234.58,7.0,5.714285714285714,40.2,18.94666666666667,0.17412935323383083,False
C1176,Sneha Khan Technologies,Education,Uae,Abu Dhabi,12.0,2024-08-26,Organic Search,72.52,7.0,Starter,Churned,12.0,159.62,5.0,4.8,25.1,10.36,0.199203187250996,False
C1177,Isha Gupta Group,Media,Usa,Seattle,12.0,2023-11-13,Organic Search,72.52,7.0,Starter,Active,17.5,291.5285714285714,5.0,5.2,34.666666666666664,10.36,0.14423076923076925,False
C1178,Isha Menon Solutions,Retail,India,Mumbai,12.0,2023-06-30,Partner,326.36,9.0,Growth,Active,18.94736842105263,250.7947368421053,2.0,4.5,39.2,36.26222222222222,0.0510204081632653,False
C1179,Sneha Iyer Solutions,Media,Usa,Boston,12.0,2023-08-13,Paid Ads,60.76,4.0,Starter,Churned,4.285714285714286,149.79999999999998,3.0,5.0,37.733333333333334,15.19,0.07950530035335689,False
C1180,Rahul Menon Labs,Retail,Uae,Dubai,80.0,2023-08-14,Organic Search,68.6,6.0,Starter,Churned,12.909090909090908,181.0818181818182,1.0,1.0,37.7,11.433333333333332,0.02652519893899204,False
C1181,Isha Reddy Labs,Healthcare,Uk,London,150.0,2024-09-28,Partner,230.84,3.0,Growth,Churned,16.25,181.45,2.0,4.5,24.0,76.94666666666667,0.08333333333333333,False
C1182,Arun Menon Labs,Finance,India,Bengaluru,1200.0,2023-09-21,Organic Search,1978.68,5.0,Enterprise,Churned,2.3125,156.73125,4.0,3.75,36.43333333333333,395.736,0.10978956999085088,True
C1183,Sanjay Gupta Labs,Manufacturing,Usa,Austin,400.0,2024-04-03,Paid Ads,402.8,17.0,Starter,Churned,5.777777777777778,149.10000000000002,3.0,6.0,29.933333333333334,23.694117647058825,0.10022271714922049,False
C1184,Meera Verma Group,Manufacturing,Usa,Boston,80.0,2023-04-15,Organic Search,818.36,9.0,Business,Active,9.142857142857142,253.34761904761905,2.0,3.5,41.733333333333334,90.92888888888889,0.04792332268370607,False
C1185,Zoya Rao Labs,Finance,India,Mumbai,35.0,2024-08-23,Partner,294.52,7.0,Growth,Churned,10.6,203.24,3.0,6.0,25.2,42.074285714285715,0.11904761904761905,False
C1186,Diya Rao Technologies,Media,Uk,Manchester,80.0,2023-10-05,Paid Ads,738.52,7.0,Business,Active,6.933333333333334,253.22666666666666,3.0,6.0,35.96666666666667,105.50285714285714,0.08341056533827618,False
C1187,Pooja Gupta Group,Manufacturing,India,Mumbai,150.0,2024-03-20,Organic Search,578.84,3.0,Business,Active,20.9,297.59000000000003,2.0,5.5,30.4,192.9466666666667,0.06578947368421052,False
C1188,Tara Rao Industries,Healthcare,India,Hyderabad,12.0,2023-07-21,Referral,778.44,8.0,Business,Active,21.61111111111111,266.9222222222222,4.0,5.0,38.5,97.305,0.1038961038961039,False
C1189,Kiara Patel Group,Media,India,Bengaluru,150.0,2024-08-26,Referral,310.44,8.0,Growth,Churned,3.8,120.85999999999999,1.0,3.0,25.1,38.805,0.0398406374501992,False
C1190,Myra Joshi Solutions,Retail,Uk,Manchester,12.0,2023-02-14,Paid Ads,342.28,10.0,Growth,Active,2.3043478260869565,256.2913043478261,1.0,9.0,43.733333333333334,34.227999999999994,0.022865853658536585,False
C1191,Sai Patel Industries,Healthcare,Uae,Abu Dhabi,12.0,2023-12-31,Referral,68.6,6.0,Starter,Active,18.923076923076923,249.33846153846156,2.0,6.5,33.06666666666667,11.433333333333332,0.06048387096774193,False
C1192,Deepak Nair Technologies,Media,Uk,Manchester,150.0,2023-07-05,Organic Search,84.28,10.0,Starter,Active,3.4444444444444446,246.95555555555555,4.0,5.0,39.03333333333333,8.428,0.10247651579846286,False
C1193,Diya Menon Systems,Unknown,Usa,Seattle,1200.0,2024-08-02,Paid Ads,278.6,6.0,Growth,Active,3.6,299.71999999999997,2.0,5.0,25.9,46.43333333333334,0.07722007722007722,False
C1194,Zoya Bose Group,Retail,Uae,Dubai,80.0,2024-03-19,Organic Search,3957.3599999999997,10.0,Enterprise,Churned,10.5,155.55,5.0,5.2,30.433333333333334,395.736,0.16429353778751368,True
C1195,Aman Gupta Labs,Finance,Uae,Abu Dhabi,80.0,2023-05-03,Referral,2578.28,10.0,Enterprise,Active,11.2,233.445,5.0,5.2,41.13333333333333,257.82800000000003,0.12155591572123177,True
C1196,Ananya Singh Industries,Finance,India,Hyderabad,80.0,2023-03-16,Referral,99.96,14.0,Starter,Churned,1.5,147.45,3.0,7.333333333333333,42.733333333333334,7.14,0.07020280811232449,False
C1197,Sanjay Menon Industries,Education,Singapore,Singapore,35.0,2024-04-28,Referral,88.2,11.0,Starter,Active,9.555555555555555,272.84444444444443,6.0,5.333333333333333,29.1,8.018181818181818,0.20618556701030927,False
C1198,Ananya Sharma Labs,Finance,India,Hyderabad,12.0,2023-04-26,Paid Ads,2218.52,7.0,Enterprise,Active,17.952380952380953,255.61904761904762,6.0,6.5,41.36666666666667,316.93142857142857,0.145044319097502,True
C1199,Aman Singh Labs,Education,India,Pune,80.0,2024-08-05,Paid Ads,278.6,6.0,Growth,Active,2.4,248.28000000000003,1.0,5.0,25.8,46.43333333333334,0.03875968992248062,False
C1200,Kavya Rao Industries,Media,India,Delhi,80.0,2024-11-10,Partner,60.76,4.0,Starter,Active,10.5,223.95,3.0,4.666666666666667,22.566666666666666,15.19,0.1329394387001477,False
C1201,Naveen Patel Labs,Manufacturing,India,Delhi,400.0,2024-12-07,Organic Search,1858.76,4.0,Enterprise,Active,20.0,337.2,4.0,5.5,21.666666666666668,464.69,0.1846153846153846,True
C1202,Karthik Iyer Labs,Finance,India,Pune,35.0,2024-12-06,Organic Search,1112.88,16.0,Growth,Churned,18.0,335.6,1.0,5.0,21.7,69.555,0.04608294930875576,False
C1203,Saanvi Reddy Industries,Education,Usa,Seattle,1200.0,2024-10-24,Organic Search,858.28,10.0,Business,Active,12.0,273.6666666666667,2.0,7.0,23.133333333333333,85.828,0.08645533141210375,False
C1204,Aman Reddy Systems,Manufacturing,India,Bengaluru,12.0,2023-02-19,Paid Ads,2338.44,8.0,Enterprise,Active,14.478260869565217,270.2217391304348,3.0,5.666666666666667,43.56666666666667,292.305,0.06885998469778118,True
C1205,Isha Joshi Labs,Healthcare,Usa,Seattle,1200.0,2023-11-16,Paid Ads,778.44,8.0,Business,Churned,7.25,168.5,1.0,6.0,34.56666666666667,97.305,0.028929604628736737,False
C1206,Zoya Gupta Group,Logistics,India,Bengaluru,400.0,2023-04-29,Paid Ads,738.52,7.0,Business,Active,16.61904761904762,249.80476190476193,9.0,5.666666666666667,41.266666666666666,105.50285714285714,0.21809369951534735,False
C1207,Sneha Gupta Technologies,Manufacturing,Singapore,Singapore,80.0,2023-04-17,Organic Search,310.44,8.0,Growth,Active,17.761904761904763,246.96666666666667,3.0,5.0,41.666666666666664,38.805,0.07200000000000001,False
C1208,Deepak Das Group,Healthcare,India,Mumbai,150.0,2023-10-02,Organic Search,60.76,4.0,Starter,Churned,1.75,159.9,2.0,5.5,36.06666666666667,15.19,0.055452865064695,False
C1209,Rahul Khan Systems,Media,Usa,Seattle,12.0,2023-08-28,Organic Search,658.68,5.0,Business,Churned,5.0,224.76666666666665,1.0,7.0,37.233333333333334,131.736,0.02685765443151298,False
C1210,Deepak Patel Technologies,Healthcare,India,Delhi,1200.0,2023-12-29,Events,56.84,3.0,Starter,Churned,4.5,121.5875,3.0,5.0,33.13333333333333,18.94666666666667,0.09054325955734406,False
C1211,Krishna Iyer Solutions,Retail,India,Mumbai,1200.0,2024-10-13,Events,294.52,7.0,Growth,Active,17.333333333333332,337.1333333333333,1.0,5.0,23.5,42.074285714285715,0.0425531914893617,False
C1212,Sai Verma Solutions,Retail,India,Mumbai,80.0,2023-06-27,Events,538.92,2.0,Business,Active,9.736842105263158,260.9263157894737,4.0,7.5,39.3,269.46,0.10178117048346057,False
C1213,Nikita Verma Labs,Retail,India,Delhi,12.0,2024-11-28,Events,214.92,2.0,Growth,Active,8.5,217.65,1.0,6.0,21.966666666666665,107.46,0.045523520485584223,False
C1214,Sneha Sharma Technologies,Logistics,India,Pune,80.0,2024-11-17,Outbound,405.96,14.0,Growth,Active,15.5,252.75,6.0,6.166666666666667,22.333333333333332,28.997142857142855,0.26865671641791045,False
C1215,Zoya Patel Solutions,Healthcare,Uk,Manchester,12.0,2024-08-28,Organic Search,60.76,4.0,Starter,Active,3.6,278.4,5.0,5.2,25.033333333333335,15.19,0.19973368841544606,False
C1216,Nikita Khan Systems,Manufacturing,India,Chennai,150.0,2023-08-25,Paid Ads,76.44,8.0,Starter,Active,5.470588235294118,264.5705882352941,3.0,5.333333333333333,37.333333333333336,9.555,0.08035714285714285,False
C1217,Sai Iyer Industries,Logistics,India,Pune,35.0,2023-03-06,Paid Ads,1858.76,4.0,Enterprise,Churned,13.25,181.57500000000002,5.0,5.2,43.06666666666667,464.69,0.11609907120743033,True
C1218,Reyansh Joshi Group,Education,Singapore,Singapore,12.0,2025-01-19,Paid Ads,84.28,10.0,Starter,Active,,,5.0,5.8,20.233333333333334,8.428,0.2471169686985173,False
C1219,Tara Nair Group,Healthcare,India,Pune,12.0,2023-03-06,Organic Search,160.72,18.0,Starter,Active,7.35,226.74,2.0,7.0,43.06666666666667,8.928888888888888,0.04643962848297213,False
C1220,Diya Rao Solutions,Logistics,Uae,Abu Dhabi,12.0,2023-02-28,Outbound,658.68,5.0,Business,Active,11.347826086956522,256.2608695652174,5.0,4.6,43.266666666666666,131.736,0.11556240369799692,False
C1221,Rahul Gupta Solutions,Education,India,Mumbai,150.0,2023-05-20,,80.36,9.0,Starter,Churned,6.75,112.3375,3.0,6.333333333333333,40.56666666666667,8.928888888888888,0.07395234182415776,False
C1222,Aarav Verma Labs,Finance,Uk,Manchester,80.0,2024-09-13,Outbound,818.36,9.0,Business,Active,13.25,253.325,4.0,4.75,24.5,90.92888888888889,0.16326530612244897,False
C1223,Vihaan Joshi Industries,Education,Usa,Austin,12.0,2024-08-07,Paid Ads,278.6,6.0,Growth,Active,19.8,266.93999999999994,2.0,7.5,25.733333333333334,46.43333333333334,0.07772020725388601,False
C1224,Isha Patel Technologies,Manufacturing,India,Hyderabad,12.0,2024-02-15,Paid Ads,898.2,11.0,Business,Active,4.0,232.45454545454547,,,31.533333333333335,81.65454545454546,,False
C1225,Diya Patel Industries,Logistics,India,Hyderabad,150.0,2023-08-14,Referral,129.36,10.0,Starter,Active,10.058823529411764,212.33529411764704,4.0,6.25,37.7,12.936000000000002,0.10610079575596816,False
C1226,Ishaan Patel Industries,Education,India,Pune,12.0,2023-05-04,Events,246.76,4.0,Growth,Paused,7.95,232.375,1.0,9.0,41.1,61.69,0.024330900243309,False
C1227,Karthik Das Industries,Healthcare,India,Chennai,35.0,2024-04-25,Paid Ads,698.6,6.0,Business,Churned,6.4,156.8,2.0,6.5,29.2,116.43333333333334,0.0684931506849315,False
C1228,Kiara Sharma Solutions,Logistics,India,Chennai,80.0,2023-12-08,Partner,230.84,3.0,Growth,Churned,1.4545454545454546,172.52727272727273,3.0,4.666666666666667,33.833333333333336,76.94666666666667,0.08866995073891625,False
C1229,Farhan Verma Technologies,Media,Uk,Manchester,150.0,2024-02-23,Organic Search,72.52,7.0,Starter,Active,7.454545454545454,248.7,2.0,1.5,31.266666666666666,10.36,0.06396588486140725,False
C1230,Ishaan Patel Industries,Retail,India,Hyderabad,12.0,2023-07-24,Partner,1009.04,14.0,Business,Active,5.117647058823529,170.71176470588236,3.0,6.666666666666667,38.4,72.07428571428571,0.078125,False
C1231,Aditya Patel Group,Logistics,Usa,Austin,150.0,2023-12-09,Referral,246.76,4.0,Growth,Active,15.384615384615385,250.23076923076923,2.0,5.5,33.8,61.69,0.0591715976331361,False
C1232,Rohan Bose Systems,Finance,Uk,Manchester,3000.0,2024-10-14,Paid Ads,738.52,7.0,Business,Active,12.0,360.0333333333333,2.0,7.0,23.466666666666665,105.50285714285714,0.08522727272727273,False
C1233,Deepak Patel Labs,Manufacturing,Uae,Dubai,400.0,2024-08-17,Outbound,578.84,3.0,Business,Active,13.4,267.24,6.0,7.333333333333333,25.4,192.9466666666667,0.2362204724409449,False
C1234,Farhan Singh Industries,Manufacturing,Uk,London,12.0,2023-05-15,Paid Ads,68.6,6.0,Starter,Active,21.85,258.7,4.0,6.0,40.733333333333334,11.433333333333332,0.09819967266775777,False
C1235,Vivaan Bose Technologies,Healthcare,India,Mumbai,80.0,2024-06-05,Partner,68.6,6.0,Starter,Active,3.2857142857142856,237.08571428571426,4.0,5.5,27.833333333333332,11.433333333333332,0.1437125748502994,False
C1236,Saanvi Rao Industries,Education,Uae,Dubai,400.0,2023-03-15,Referral,72.52,7.0,Starter,Churned,6.6,130.7,8.0,5.5,42.766666666666666,10.36,0.18706157443491817,False
C1237,Arun Rao Systems,Logistics,India,Pune,150.0,2024-07-20,Outbound,358.2,11.0,Growth,Active,24.5,234.65,3.0,7.333333333333333,26.333333333333332,32.56363636363636,0.1139240506329114,False
C1238,Tara Gupta Technologies,Media,Uk,Manchester,35.0,2023-05-23,Organic Search,88.2,11.0,Starter,Churned,6.9,177.035,2.0,4.0,40.46666666666667,8.018181818181818,0.049423393739703454,False
C1239,Pooja Nair Solutions,Manufacturing,Uk,Manchester,150.0,2023-05-30,Events,1738.84,3.0,Enterprise,Churned,9.75,188.325,5.0,6.4,40.233333333333334,579.6133333333333,0.12427506213753106,True
C1240,Aadhya Gupta Group,Finance,Singapore,Singapore,80.0,2025-01-12,Organic Search,64.68,5.0,Starter,Paused,,,2.0,5.5,20.466666666666665,12.936000000000002,0.09771986970684039,False
C1241,Rohan Iyer Group,Healthcare,India,Chennai,1200.0,2023-07-05,Paid Ads,2098.6,6.0,Enterprise,Churned,11.823529411764707,169.23529411764707,1.0,6.0,39.03333333333333,349.76666666666665,0.025619128949615714,True
C1242,Deepak Bose Group,Finance,India,Hyderabad,35.0,2024-11-12,Outbound,2648.88,16.0,Growth,Active,3.5,292.4,3.0,5.333333333333333,22.5,165.555,0.13333333333333333,True
C1243,Aditya Patel Solutions,Media,Uae,Dubai,150.0,2023-12-03,Paid Ads,64.68,5.0,Starter,Active,19.0,288.2307692307692,2.0,5.0,34.0,12.936000000000002,0.058823529411764705,False
C1244,Myra Sharma Industries,Media,India,Delhi,150.0,2024-11-20,Referral,72.52,7.0,Starter,Active,5.0,191.4,2.0,5.0,22.233333333333334,10.36,0.08995502248875561,False
C1245,Aadhya Sharma Labs,Logistics,India,Pune,150.0,2024-12-08,Organic Search,84.28,10.0,Starter,Active,8.0,135.0,7.0,5.142857142857143,21.633333333333333,8.428,0.3235747303543914,False
C1246,Aditya Sharma Group,Finance,Uae,Abu Dhabi,80.0,2024-02-13,Organic Search,618.76,4.0,Business,Active,19.272727272727273,240.9909090909091,2.0,7.5,31.6,154.69,0.06329113924050632,False
C1247,Karthik Sharma Technologies,Manufacturing,Uk,Manchester,1200.0,2024-08-23,Partner,738.52,7.0,Business,Active,10.4,321.36,5.0,4.6,25.2,105.50285714285714,0.19841269841269843,False
C1248,Farhan Bose Solutions,Media,Uae,Abu Dhabi,400.0,2024-04-18,Paid Ads,738.52,7.0,Business,Active,13.11111111111111,228.13333333333333,2.0,5.5,29.433333333333334,105.50285714285714,0.06795016987542468,False
C1249,Ananya Singh Solutions,Manufacturing,Usa,Boston,150.0,2023-04-12,Organic Search,698.6,6.0,Business,Active,13.666666666666666,251.14285714285714,4.0,5.5,41.833333333333336,116.43333333333334,0.09561752988047809,False
C1250,Sai Rao Industries,Finance,India,Hyderabad,1200.0,2024-01-20,Partner,1978.68,5.0,Enterprise,Paused,12.416666666666666,253.6833333333333,5.0,5.6,32.4,395.736,0.154320987654321,True
C1251,Diya Khan Group,Logistics,Singapore,Singapore,80.0,2023-03-19,Paid Ads,818.36,9.0,Business,Active,7.863636363636363,248.87727272727273,3.0,5.0,42.63333333333333,90.92888888888889,0.07036747458952307,False
C1252,Meera Sharma Industries,Media,Uk,Manchester,12.0,2023-07-22,Organic Search,2098.6,6.0,Enterprise,Churned,6.944444444444445,142.83888888888887,3.0,4.0,38.46666666666667,349.76666666666665,0.0779896013864818,True
C1253,Karthik Rao Solutions,Media,India,Hyderabad,35.0,2024-06-01,Organic Search,156.8,17.0,Starter,Active,6.0,150.81428571428572,8.0,6.25,27.966666666666665,9.223529411764707,0.2860548271752086,False
C1254,Rohan Nair Technologies,Education,Usa,Boston,35.0,2023-04-19,Organic Search,310.44,8.0,Growth,Active,7.809523809523809,228.65714285714287,4.0,5.0,41.6,38.805,0.09615384615384615,False
C1255,Riya Joshi Labs,Healthcare,India,Mumbai,12.0,2024-10-25,Referral,310.44,8.0,Growth,Churned,1.0,178.96666666666667,1.0,8.0,23.1,38.805,0.04329004329004329,False
C1256,Sai Gupta Technologies,Media,Uk,London,35.0,2024-03-30,Events,1978.68,5.0,Enterprise,Active,10.2,267.56,4.0,4.75,30.066666666666666,395.736,0.13303769401330376,True
C1257,Vihaan Patel Solutions,Manufacturing,India,Chennai,35.0,2023-11-18,Partner,1858.76,4.0,Enterprise,Churned,7.5,129.775,5.0,5.2,34.5,464.69,0.14492753623188406,True
C1258,Myra Verma Technologies,Media,Uk,Manchester,150.0,2024-02-27,Organic Search,658.68,5.0,Business,Churned,2.4,148.74,1.0,7.0,31.133333333333333,131.736,0.032119914346895075,False
C1259,Priya Reddy Systems,Manufacturing,India,Delhi,80.0,2024-10-31,Paid Ads,778.44,8.0,Business,Active,21.666666666666668,281.93333333333334,1.0,6.0,22.9,97.305,0.04366812227074236,False
C1260,Meera Iyer Technologies,Finance,India,Bengaluru,80.0,2023-06-11,Referral,818.36,7.0,Business,Active,10.052631578947368,265.69473684210527,4.0,6.25,39.833333333333336,116.90857142857143,0.100418410041841,False
C1261,Reyansh Menon Labs,Retail,India,Delhi,150.0,2024-03-07,Outbound,1978.68,5.0,Enterprise,Churned,14.25,86.3,3.0,5.0,30.833333333333332,395.736,0.0972972972972973,True
C1262,Arun Joshi Group,Retail,Uk,London,150.0,2024-04-09,Paid Ads,342.28,10.0,Growth,Active,16.11111111111111,241.5111111111111,3.0,6.0,29.733333333333334,34.227999999999994,0.10089686098654709,False
C1263,Deepak Reddy Industries,Media,India,Bengaluru,80.0,2025-01-05,Paid Ads,2338.44,8.0,Enterprise,Active,,,1.0,4.0,20.7,292.305,0.04830917874396135,True
C1264,Aarav Nair Solutions,Education,India,Mumbai,35.0,2024-07-05,Referral,698.6,6.0,Business,Active,20.0,249.16666666666666,5.0,6.4,26.833333333333332,116.43333333333334,0.1863354037267081,False
